feature,grid_index,feature_value,curve_type,record_id,predicted_dropout_probability
first_sem_progress_index,1,0.0,PDP average,,0.4206774474550904
first_sem_progress_index,1,0.0,ICE individual,216.0,0.3453860981843848
first_sem_progress_index,1,0.0,ICE individual,287.0,0.24967567194703988
first_sem_progress_index,1,0.0,ICE individual,309.0,0.26120439501613374
first_sem_progress_index,1,0.0,ICE individual,365.0,0.33061365831898554
first_sem_progress_index,1,0.0,ICE individual,371.0,0.27147108441063844
first_sem_progress_index,1,0.0,ICE individual,414.0,0.34533818019616574
first_sem_progress_index,1,0.0,ICE individual,415.0,0.1319495713926044
first_sem_progress_index,1,0.0,ICE individual,552.0,0.929068898147672
first_sem_progress_index,1,0.0,ICE individual,681.0,0.2836082706464851
first_sem_progress_index,1,0.0,ICE individual,724.0,0.9717889808420167
first_sem_progress_index,1,0.0,ICE individual,748.0,0.2616702311234127
first_sem_progress_index,1,0.0,ICE individual,808.0,0.5066214154114576
first_sem_progress_index,1,0.0,ICE individual,816.0,0.2731666156419614
first_sem_progress_index,1,0.0,ICE individual,926.0,0.14867458099015152
first_sem_progress_index,1,0.0,ICE individual,1167.0,0.29655299682679775
first_sem_progress_index,1,0.0,ICE individual,1546.0,0.3934834445819769
first_sem_progress_index,1,0.0,ICE individual,1568.0,0.3923248554869684
first_sem_progress_index,1,0.0,ICE individual,1600.0,0.7505559751417568
first_sem_progress_index,1,0.0,ICE individual,1732.0,0.816598275208592
first_sem_progress_index,1,0.0,ICE individual,1810.0,0.337356047768425
first_sem_progress_index,1,0.0,ICE individual,1816.0,0.48859559669726166
first_sem_progress_index,1,0.0,ICE individual,1867.0,0.9449717131104054
first_sem_progress_index,1,0.0,ICE individual,1893.0,0.31425400832453
first_sem_progress_index,1,0.0,ICE individual,1920.0,0.4512095165505001
first_sem_progress_index,1,0.0,ICE individual,1940.0,0.297156762992914
first_sem_progress_index,1,0.0,ICE individual,2046.0,0.19722333001665188
first_sem_progress_index,1,0.0,ICE individual,2114.0,0.26328779824411147
first_sem_progress_index,1,0.0,ICE individual,2165.0,0.28284577443504794
first_sem_progress_index,1,0.0,ICE individual,2197.0,0.48324735772575367
first_sem_progress_index,1,0.0,ICE individual,2204.0,0.5369823551838337
first_sem_progress_index,1,0.0,ICE individual,2330.0,0.874004804531162
first_sem_progress_index,1,0.0,ICE individual,2400.0,0.2644054730473307
first_sem_progress_index,1,0.0,ICE individual,2418.0,0.45998209760068665
first_sem_progress_index,1,0.0,ICE individual,2782.0,0.9642014827397859
first_sem_progress_index,1,0.0,ICE individual,2805.0,0.11971375471046614
first_sem_progress_index,1,0.0,ICE individual,2807.0,0.20006084176822378
first_sem_progress_index,1,0.0,ICE individual,2990.0,0.4829210096251771
first_sem_progress_index,1,0.0,ICE individual,3077.0,0.5638521881774597
first_sem_progress_index,1,0.0,ICE individual,3104.0,0.7770690612484178
first_sem_progress_index,1,0.0,ICE individual,3106.0,0.2814725153023902
first_sem_progress_index,1,0.0,ICE individual,3135.0,0.259986732543927
first_sem_progress_index,1,0.0,ICE individual,3182.0,0.6008408966793286
first_sem_progress_index,1,0.0,ICE individual,3281.0,0.2686451180575011
first_sem_progress_index,1,0.0,ICE individual,3285.0,0.554681439509447
first_sem_progress_index,1,0.0,ICE individual,3351.0,0.26761657496655455
first_sem_progress_index,1,0.0,ICE individual,3380.0,0.1926281960754562
first_sem_progress_index,1,0.0,ICE individual,3394.0,0.18866338614706468
first_sem_progress_index,1,0.0,ICE individual,3395.0,0.28285000101307706
first_sem_progress_index,1,0.0,ICE individual,3477.0,0.282412589736782
first_sem_progress_index,1,0.0,ICE individual,3590.0,0.9331182428657325
first_sem_progress_index,1,0.0,ICE individual,3622.0,0.13758066482359496
first_sem_progress_index,1,0.0,ICE individual,3641.0,0.2693006067660322
first_sem_progress_index,1,0.0,ICE individual,3642.0,0.970633671441294
first_sem_progress_index,1,0.0,ICE individual,3741.0,0.34887639023397227
first_sem_progress_index,1,0.0,ICE individual,3883.0,0.9156865034066661
first_sem_progress_index,1,0.0,ICE individual,3930.0,0.3672184855262826
first_sem_progress_index,1,0.0,ICE individual,3948.0,0.9324097603505543
first_sem_progress_index,1,0.0,ICE individual,4078.0,0.6005097325299329
first_sem_progress_index,1,0.0,ICE individual,4209.0,0.6541796662359102
first_sem_progress_index,1,0.0,ICE individual,4416.0,0.9092557633457942
first_sem_progress_index,2,0.0305555555625,PDP average,,0.4206774474550904
first_sem_progress_index,2,0.0305555555625,ICE individual,216.0,0.3453860981843848
first_sem_progress_index,2,0.0305555555625,ICE individual,287.0,0.24967567194703988
first_sem_progress_index,2,0.0305555555625,ICE individual,309.0,0.26120439501613374
first_sem_progress_index,2,0.0305555555625,ICE individual,365.0,0.33061365831898554
first_sem_progress_index,2,0.0305555555625,ICE individual,371.0,0.27147108441063844
first_sem_progress_index,2,0.0305555555625,ICE individual,414.0,0.34533818019616574
first_sem_progress_index,2,0.0305555555625,ICE individual,415.0,0.1319495713926044
first_sem_progress_index,2,0.0305555555625,ICE individual,552.0,0.929068898147672
first_sem_progress_index,2,0.0305555555625,ICE individual,681.0,0.2836082706464851
first_sem_progress_index,2,0.0305555555625,ICE individual,724.0,0.9717889808420167
first_sem_progress_index,2,0.0305555555625,ICE individual,748.0,0.2616702311234127
first_sem_progress_index,2,0.0305555555625,ICE individual,808.0,0.5066214154114576
first_sem_progress_index,2,0.0305555555625,ICE individual,816.0,0.2731666156419614
first_sem_progress_index,2,0.0305555555625,ICE individual,926.0,0.14867458099015152
first_sem_progress_index,2,0.0305555555625,ICE individual,1167.0,0.29655299682679775
first_sem_progress_index,2,0.0305555555625,ICE individual,1546.0,0.3934834445819769
first_sem_progress_index,2,0.0305555555625,ICE individual,1568.0,0.3923248554869684
first_sem_progress_index,2,0.0305555555625,ICE individual,1600.0,0.7505559751417568
first_sem_progress_index,2,0.0305555555625,ICE individual,1732.0,0.816598275208592
first_sem_progress_index,2,0.0305555555625,ICE individual,1810.0,0.337356047768425
first_sem_progress_index,2,0.0305555555625,ICE individual,1816.0,0.48859559669726166
first_sem_progress_index,2,0.0305555555625,ICE individual,1867.0,0.9449717131104054
first_sem_progress_index,2,0.0305555555625,ICE individual,1893.0,0.31425400832453
first_sem_progress_index,2,0.0305555555625,ICE individual,1920.0,0.4512095165505001
first_sem_progress_index,2,0.0305555555625,ICE individual,1940.0,0.297156762992914
first_sem_progress_index,2,0.0305555555625,ICE individual,2046.0,0.19722333001665188
first_sem_progress_index,2,0.0305555555625,ICE individual,2114.0,0.26328779824411147
first_sem_progress_index,2,0.0305555555625,ICE individual,2165.0,0.28284577443504794
first_sem_progress_index,2,0.0305555555625,ICE individual,2197.0,0.48324735772575367
first_sem_progress_index,2,0.0305555555625,ICE individual,2204.0,0.5369823551838337
first_sem_progress_index,2,0.0305555555625,ICE individual,2330.0,0.874004804531162
first_sem_progress_index,2,0.0305555555625,ICE individual,2400.0,0.2644054730473307
first_sem_progress_index,2,0.0305555555625,ICE individual,2418.0,0.45998209760068665
first_sem_progress_index,2,0.0305555555625,ICE individual,2782.0,0.9642014827397859
first_sem_progress_index,2,0.0305555555625,ICE individual,2805.0,0.11971375471046614
first_sem_progress_index,2,0.0305555555625,ICE individual,2807.0,0.20006084176822378
first_sem_progress_index,2,0.0305555555625,ICE individual,2990.0,0.4829210096251771
first_sem_progress_index,2,0.0305555555625,ICE individual,3077.0,0.5638521881774597
first_sem_progress_index,2,0.0305555555625,ICE individual,3104.0,0.7770690612484178
first_sem_progress_index,2,0.0305555555625,ICE individual,3106.0,0.2814725153023902
first_sem_progress_index,2,0.0305555555625,ICE individual,3135.0,0.259986732543927
first_sem_progress_index,2,0.0305555555625,ICE individual,3182.0,0.6008408966793286
first_sem_progress_index,2,0.0305555555625,ICE individual,3281.0,0.2686451180575011
first_sem_progress_index,2,0.0305555555625,ICE individual,3285.0,0.554681439509447
first_sem_progress_index,2,0.0305555555625,ICE individual,3351.0,0.26761657496655455
first_sem_progress_index,2,0.0305555555625,ICE individual,3380.0,0.1926281960754562
first_sem_progress_index,2,0.0305555555625,ICE individual,3394.0,0.18866338614706468
first_sem_progress_index,2,0.0305555555625,ICE individual,3395.0,0.28285000101307706
first_sem_progress_index,2,0.0305555555625,ICE individual,3477.0,0.282412589736782
first_sem_progress_index,2,0.0305555555625,ICE individual,3590.0,0.9331182428657325
first_sem_progress_index,2,0.0305555555625,ICE individual,3622.0,0.13758066482359496
first_sem_progress_index,2,0.0305555555625,ICE individual,3641.0,0.2693006067660322
first_sem_progress_index,2,0.0305555555625,ICE individual,3642.0,0.970633671441294
first_sem_progress_index,2,0.0305555555625,ICE individual,3741.0,0.34887639023397227
first_sem_progress_index,2,0.0305555555625,ICE individual,3883.0,0.9156865034066661
first_sem_progress_index,2,0.0305555555625,ICE individual,3930.0,0.3672184855262826
first_sem_progress_index,2,0.0305555555625,ICE individual,3948.0,0.9324097603505543
first_sem_progress_index,2,0.0305555555625,ICE individual,4078.0,0.6005097325299329
first_sem_progress_index,2,0.0305555555625,ICE individual,4209.0,0.6541796662359102
first_sem_progress_index,2,0.0305555555625,ICE individual,4416.0,0.9092557633457942
first_sem_progress_index,3,0.061111111125,PDP average,,0.4189772932804534
first_sem_progress_index,3,0.061111111125,ICE individual,216.0,0.3453860981843848
first_sem_progress_index,3,0.061111111125,ICE individual,287.0,0.24967567194703988
first_sem_progress_index,3,0.061111111125,ICE individual,309.0,0.26120439501613374
first_sem_progress_index,3,0.061111111125,ICE individual,365.0,0.33061365831898554
first_sem_progress_index,3,0.061111111125,ICE individual,371.0,0.2690225024664947
first_sem_progress_index,3,0.061111111125,ICE individual,414.0,0.34533818019616574
first_sem_progress_index,3,0.061111111125,ICE individual,415.0,0.12950436445569624
first_sem_progress_index,3,0.061111111125,ICE individual,552.0,0.929068898147672
first_sem_progress_index,3,0.061111111125,ICE individual,681.0,0.2787352346458047
first_sem_progress_index,3,0.061111111125,ICE individual,724.0,0.9717889808420167
first_sem_progress_index,3,0.061111111125,ICE individual,748.0,0.2616702311234127
first_sem_progress_index,3,0.061111111125,ICE individual,808.0,0.5066214154114576
first_sem_progress_index,3,0.061111111125,ICE individual,816.0,0.2731666156419614
first_sem_progress_index,3,0.061111111125,ICE individual,926.0,0.1471348783228044
first_sem_progress_index,3,0.061111111125,ICE individual,1167.0,0.29655299682679775
first_sem_progress_index,3,0.061111111125,ICE individual,1546.0,0.3919437419146298
first_sem_progress_index,3,0.061111111125,ICE individual,1568.0,0.3886402486805234
first_sem_progress_index,3,0.061111111125,ICE individual,1600.0,0.7505559751417568
first_sem_progress_index,3,0.061111111125,ICE individual,1732.0,0.816598275208592
first_sem_progress_index,3,0.061111111125,ICE individual,1810.0,0.3340227144350916
first_sem_progress_index,3,0.061111111125,ICE individual,1816.0,0.48859559669726166
first_sem_progress_index,3,0.061111111125,ICE individual,1867.0,0.9407001974639166
first_sem_progress_index,3,0.061111111125,ICE individual,1893.0,0.31630172738590095
first_sem_progress_index,3,0.061111111125,ICE individual,1920.0,0.4512095165505001
first_sem_progress_index,3,0.061111111125,ICE individual,1940.0,0.2953076052593765
first_sem_progress_index,3,0.061111111125,ICE individual,2046.0,0.19388999668331852
first_sem_progress_index,3,0.061111111125,ICE individual,2114.0,0.26084259130720333
first_sem_progress_index,3,0.061111111125,ICE individual,2165.0,0.2802148503314397
first_sem_progress_index,3,0.061111111125,ICE individual,2197.0,0.48164786684751865
first_sem_progress_index,3,0.061111111125,ICE individual,2204.0,0.5369823551838337
first_sem_progress_index,3,0.061111111125,ICE individual,2330.0,0.8751731699520756
first_sem_progress_index,3,0.061111111125,ICE individual,2400.0,0.25773880638066404
first_sem_progress_index,3,0.061111111125,ICE individual,2418.0,0.4586936492069751
first_sem_progress_index,3,0.061111111125,ICE individual,2782.0,0.9633824462925554
first_sem_progress_index,3,0.061111111125,ICE individual,2805.0,0.10936248123735438
first_sem_progress_index,3,0.061111111125,ICE individual,2807.0,0.2022225390159302
first_sem_progress_index,3,0.061111111125,ICE individual,2990.0,0.478897202824647
first_sem_progress_index,3,0.061111111125,ICE individual,3077.0,0.5638521881774597
first_sem_progress_index,3,0.061111111125,ICE individual,3104.0,0.7776752642559366
first_sem_progress_index,3,0.061111111125,ICE individual,3106.0,0.2814725153023902
first_sem_progress_index,3,0.061111111125,ICE individual,3135.0,0.25499971835691104
first_sem_progress_index,3,0.061111111125,ICE individual,3182.0,0.6008408966793286
first_sem_progress_index,3,0.061111111125,ICE individual,3281.0,0.2686451180575011
first_sem_progress_index,3,0.061111111125,ICE individual,3285.0,0.5609760923067263
first_sem_progress_index,3,0.061111111125,ICE individual,3351.0,0.25676242144943207
first_sem_progress_index,3,0.061111111125,ICE individual,3380.0,0.1910884934081091
first_sem_progress_index,3,0.061111111125,ICE individual,3394.0,0.18621817921015651
first_sem_progress_index,3,0.061111111125,ICE individual,3395.0,0.2776621440849136
first_sem_progress_index,3,0.061111111125,ICE individual,3477.0,0.282412589736782
first_sem_progress_index,3,0.061111111125,ICE individual,3590.0,0.9331182428657325
first_sem_progress_index,3,0.061111111125,ICE individual,3622.0,0.1360409621562478
first_sem_progress_index,3,0.061111111125,ICE individual,3641.0,0.2660394903772713
first_sem_progress_index,3,0.061111111125,ICE individual,3642.0,0.9708488561753582
first_sem_progress_index,3,0.061111111125,ICE individual,3741.0,0.34554305690063897
first_sem_progress_index,3,0.061111111125,ICE individual,3883.0,0.9156731971656562
first_sem_progress_index,3,0.061111111125,ICE individual,3930.0,0.36567878285893557
first_sem_progress_index,3,0.061111111125,ICE individual,3948.0,0.9296023486675143
first_sem_progress_index,3,0.061111111125,ICE individual,4078.0,0.595932144789222
first_sem_progress_index,3,0.061111111125,ICE individual,4209.0,0.6547725630024189
first_sem_progress_index,3,0.061111111125,ICE individual,4416.0,0.9092557633457942
first_sem_progress_index,4,0.0916666666875,PDP average,,0.41166360980187644
first_sem_progress_index,4,0.0916666666875,ICE individual,216.0,0.34643503516053353
first_sem_progress_index,4,0.0916666666875,ICE individual,287.0,0.24373048795891042
first_sem_progress_index,4,0.0916666666875,ICE individual,309.0,0.24939872477115718
first_sem_progress_index,4,0.0916666666875,ICE individual,365.0,0.3142307941565163
first_sem_progress_index,4,0.0916666666875,ICE individual,371.0,0.2647790718531552
first_sem_progress_index,4,0.0916666666875,ICE individual,414.0,0.33867151352949904
first_sem_progress_index,4,0.0916666666875,ICE individual,415.0,0.1297285529624407
first_sem_progress_index,4,0.0916666666875,ICE individual,552.0,0.929068898147672
first_sem_progress_index,4,0.0916666666875,ICE individual,681.0,0.2729818575562683
first_sem_progress_index,4,0.0916666666875,ICE individual,724.0,0.9717889808420167
first_sem_progress_index,4,0.0916666666875,ICE individual,748.0,0.26553959829753193
first_sem_progress_index,4,0.0916666666875,ICE individual,808.0,0.5003539272841311
first_sem_progress_index,4,0.0916666666875,ICE individual,816.0,0.27249573483949197
first_sem_progress_index,4,0.0916666666875,ICE individual,926.0,0.14347002465795072
first_sem_progress_index,4,0.0916666666875,ICE individual,1167.0,0.2947323798160508
first_sem_progress_index,4,0.0916666666875,ICE individual,1546.0,0.3868700586669869
first_sem_progress_index,4,0.0916666666875,ICE individual,1568.0,0.3696094353949416
first_sem_progress_index,4,0.0916666666875,ICE individual,1600.0,0.7352130424987968
first_sem_progress_index,4,0.0916666666875,ICE individual,1732.0,0.816598275208592
first_sem_progress_index,4,0.0916666666875,ICE individual,1810.0,0.327698068343739
first_sem_progress_index,4,0.0916666666875,ICE individual,1816.0,0.4831036231372995
first_sem_progress_index,4,0.0916666666875,ICE individual,1867.0,0.9407001974639166
first_sem_progress_index,4,0.0916666666875,ICE individual,1893.0,0.30121333870109146
first_sem_progress_index,4,0.0916666666875,ICE individual,1920.0,0.45251980096128647
first_sem_progress_index,4,0.0916666666875,ICE individual,1940.0,0.28428205625515035
first_sem_progress_index,4,0.0916666666875,ICE individual,2046.0,0.18208690863805027
first_sem_progress_index,4,0.0916666666875,ICE individual,2114.0,0.2524226135036673
first_sem_progress_index,4,0.0916666666875,ICE individual,2165.0,0.2647105653375494
first_sem_progress_index,4,0.0916666666875,ICE individual,2197.0,0.4648612092513365
first_sem_progress_index,4,0.0916666666875,ICE individual,2204.0,0.5458662324100636
first_sem_progress_index,4,0.0916666666875,ICE individual,2330.0,0.8773318101787048
first_sem_progress_index,4,0.0916666666875,ICE individual,2400.0,0.25518840162094286
first_sem_progress_index,4,0.0916666666875,ICE individual,2418.0,0.45908567859689525
first_sem_progress_index,4,0.0916666666875,ICE individual,2782.0,0.9635490473682474
first_sem_progress_index,4,0.0916666666875,ICE individual,2805.0,0.10276864096648605
first_sem_progress_index,4,0.0916666666875,ICE individual,2807.0,0.1898353493653106
first_sem_progress_index,4,0.0916666666875,ICE individual,2990.0,0.47125568263972745
first_sem_progress_index,4,0.0916666666875,ICE individual,3077.0,0.552117296922405
